-30.00
-27.03
-18.70
-6.68
6.68
18.70
27.03
30.00
27.03
18.70
6.68
-6.68
-18.70
-27.03
-30.00
-30.00
-27.03
-18.70
-6.68
6.68
18.70
27.03
30.00
27.03
18.70
6.68
-6.68
-18.70
-27.03
-30.00
